DATE,TIME,BLD A (KW),BLD A (KVA),BLD A (KVAR),BLD A (Apparent PF),Plant Chillers (KW),Plant Chillers (Avg Current),Plant Chillers (kWh),Plant Chillers (Apparent PF),Plant Chillers (Displacement PF),BLD A FITNESS ZONE (KW),BLD A FITNESS (AVG CURRENT),BLD A FITNESS (kWh),BLD A FITNESS (Apparent PF),BLD A FITNESS (Displacement PF),BLD B (KW),BLD B (kVa),BLD B (kVAR),BLD B (PF),BLD D (KW),BLD D (kVA),BLD D (kVAR),BLD D (PF),BLD E (KW),BLD E (kVA),BLD E (KVAR),BLD E (PF),BLD G (KW),BLD G (kVA),BLD G (kVAR),BLD G (PF),BLD H (KW),BLD H Average Current,BLD H (kWh),BLD H (Apparent PF),BLD H (DISPLACEMENT PF),BLD J (KW),BLD J Average Current,BLD J (kWh),BLD J (Apparent PF),BLD J (Displacement PF),BLD K (KW),BLD K Average Current,BLD K (kWh),BLD K (Apparent PF),BLD K (Displacement PF),BLD M (KW),BLD M (Average Current),BLD M (kWh),BLD M (Apparent PF),BLD M (Displacement PF),BLD N (KW),BLD N Average Current,BLD N (kWh),BLD N (Apparent PF),BLD N (Displacement PF),BLD P (KW),BLD P Average Current,BLD P (kWh),BLD P (Apparent PF),BLD P (Displacement PF),RES PH 1 & 2 (KW),RES PH 1 & 2 Avg Current,RES PH 1 & 2 (kWh),RES PH 1 & 2 (Apparent PF),RES PH 1 & 2 (Displacement PF),RES PH 3 (KW),RES PH 3 Avg Current,RES PH 3 (kWh),RES PH 3 (Apparent PF),RES PH 3 (Displacement PF),BLD S (KW),BLD S Avg Current,BLD S (kWh),BLD S (Apparent PF),BLD S (Displacement PF),BLD T (KW),BLD T Avg Current,BLD T (kWh),BLD T (Apparent PF),BLD T (Displacement PF),BLD V (KW),BLD V Avg Current,BLD V (kWh),BLD V (Apparent PF),BLD V (Displacement PF),BLD Z (KW),BLD Z Avg Current,BLD Z (kWh),BLD Z (Apparent PF),BLD Z (Displacement PF),COGEN 1 (kW),COGEN 1 (kVAR),COGEN 1 (kVA),COGEN2 (kW),COGEN2 (KVAR),COGEN2 (KVA),BLD C (kW),BLD C Avg Current,BLD C (kWh),BLD C (Apparent PF),BLD C (Displacement PF) ,Column1,Column2,Column3,Column4,Column5
2019-11-18,21:00:00,496.98,511.02,88.62,0.986,128.2,120.72,1456731.25,0.98,0.99,39.31,41.16,603782.31,0.85,0.89,205.74,225.97,91.57,0.91,50.07,54.27,20.48,0.93,199,211,71,-94.23,15.71,17.12,5.44,0.93,107.31,119.32,3841296.5,0.84,0.84,82.98,81.82,1618738,0.94,0.95,5.1,5.37,476639.53,0.89,0.91,89.97,126.43,575879.69,0.66,0.71,102.92,111.74,1965955.5,0.84,0.84,109.17,112.37,2993006,0.9,0.91,210.25,212.61,4719443,0.92,0.92,172.98,174.56,1953811.88,0.92,0.92,45.87,49.07,612448.5,0.87,0.87,199.35,403.96,5045407,0.46,0.5,36.27,41.17,717408.81,0.82,0.84,50.2,51.93,532725.81,0.9,0.9,1602,683,1713,0,0,0,185.22,487.11,4880009.5,0.99,1,,,,,
2019-11-18,22:00:00,488.42,488.86,70.89,0.99,128.52,121.28,1456862.75,0.98,0.99,20.14,25.94,603809.31,0.69,0.72,191.7,208.25,84.18,0.91,53.81,60.42,23.55,0.92,188,196,59,-95.34,15.74,17.28,5.44,0.96,144.2,151.03,3841410.25,0.89,0.89,70.15,69.88,1618817,0.93,0.94,7.08,7.59,476646.53,0.87,0.9,81.15,109.15,575961.75,0.7,0.74,89.16,92.41,1966042.88,0.88,0.88,93.32,97.65,2993105,0.89,0.9,203.28,207.7,4719654.5,0.92,0.92,170.92,175.3,1953993.25,0.91,0.91,44.2,47.3,612494.69,0.87,0.87,186.05,389.28,5045599,0.44,0.49,31.03,36.57,717440.81,0.79,0.81,34.66,41.5,532763.13,0.78,0.78,1595,688,1754,0,0,0,181.4,478.86,4880190.5,0.99,1,,,,,
2019-11-18,23:00:00,450.9,438.65,72.37,0.986,130.93,123.95,1456994.38,0.98,0.99,17.8,20.86,603830.19,0.77,0.8,187.72,209.72,88.62,0.91,56.12,57.34,25.6,0.918,194,206,71,-93.93,18.83,18.72,5.44,0.96,122.91,134.65,3841526.5,0.86,0.86,86.21,87.55,1618886.75,0.92,0.93,6.93,7.39,476652.19,0.88,0.9,81.88,112.37,576045.13,0.69,0.72,88.94,92.21,1966130.63,0.88,0.88,85.28,89.37,2993196.5,0.89,0.9,205.96,210.97,4719863,0.92,0.92,158.77,161.62,1954171,0.92,0.92,38.91,40.1,612536.69,0.9,0.91,146.23,349.73,5045754.5,0.39,0.42,32.41,37.82,717472.13,0.8,0.82,36.54,45.09,532797.38,0.76,0.76,1597,687,1772,0,0,0,179.27,474.92,4880372.5,0.99,1,,,,,
2019-11-19,0:00:00,447.06,453.42,73.85,0.988,129.02,121.35,1457126,0.98,0.99,15.64,19.83,603844.88,0.7,0.73,186.54,203.82,85.66,0.9,55.6,58.88,20.99,0.918,99,106,42,-91.4,18.43,20,6.88,0.94,124.07,135.6,3841645,0.85,0.85,72.42,72.56,1618956.13,0.92,0.94,2.29,2.5,476656.56,0.86,0.88,82.35,116.18,576126.81,0.66,0.72,86.71,90.21,1966218.38,0.87,0.87,91.34,94.52,2993293.25,0.89,0.9,219.75,227.09,4720061,0.9,0.9,149.91,152.27,1954336,0.92,0.92,41.7,43.8,612577.88,0.88,0.88,150.59,353.47,5045905,0.39,0.42,32.07,37.24,717504.5,0.8,0.81,36.61,43.21,532832.69,0.79,0.79,1598,682,1738,0,0,0,183.24,481.05,4880556,0.99,1,,,,,
2019-11-19,1:00:00,447.8,441.6,73.85,0.986,131.04,124.11,1457257.25,0.98,0.99,18.54,21.38,603860.69,0.78,0.81,176.49,193.48,81.23,0.91,54.89,68.61,28.16,0.914,98,106,43,-91.08,18.24,20.8,6.88,0.94,112.93,123.35,3841761.5,0.86,0.86,61.25,62.91,1619022,0.91,0.93,0,0,476657.31,1,1,82.29,112.66,576207.13,0.69,0.74,86.46,89.56,1966305,0.88,0.88,93.65,95.85,2993390.5,0.91,0.92,202.42,222.69,4720250.5,0.85,0.86,151.53,155.72,1954497.38,0.91,0.91,50.08,52.85,612623,0.88,0.89,145.74,349.25,5046053,0.39,0.42,25.57,32.01,717536,0.74,0.75,31.24,39.72,532867,0.73,0.73,1608,711,1795,0,0,0,172.26,456.96,4880736,0.99,1,,,,,
2019-11-19,2:00:00,442.04,468.18,73.85,0.986,128.38,121.02,1457388.63,0.98,0.99,16.87,20.27,603876.88,0.74,0.77,176.2,190.52,84.18,0.9,49.97,53.76,23.04,0.93,100,107,41,-92.19,16.48,17.28,5.6,0.93,116.16,127.86,3841879,0.85,0.85,64.53,65.73,1619084.38,0.91,0.93,0,0,476657.31,1,1,75.85,103.22,576283.63,0.69,0.74,82.71,86.57,1966390.38,0.87,0.87,97.1,98.57,2993482.25,0.91,0.92,171.14,181.17,4720427.5,0.88,0.88,153.73,156.54,1954651.38,0.91,0.92,45.95,49.52,612663.75,0.86,0.86,144.66,349.08,5046197.5,0.38,0.41,34.56,39.45,717566.31,0.81,0.83,36.67,43.37,532900.25,0.79,0.79,1594,663,1750,0,0,0,173.89,459.08,4880912,0.99,1,,,,,
2019-11-19,3:00:00,444.85,446.03,76.8,0.986,131.69,124.47,1457519.75,0.98,0.99,16.85,20.48,603893.19,0.74,0.77,174.28,197.91,87.14,0.9,53.4,64,26.11,0.908,88,96,39,-91.79,19.3,18.72,6.88,0.93,115.62,126.82,3841993.75,0.85,0.85,58.26,60.55,1619144,0.89,0.91,0,0,476657.31,1,1,79.33,113.22,576359.94,0.66,0.71,82.3,86.62,1966475.25,0.87,0.87,96.61,98.53,2993575,0.91,0.92,165.12,175.5,4720595.5,0.88,0.88,150.49,157.95,1954802.25,0.89,0.89,47.95,52.43,612704.94,0.85,0.85,147.85,352.41,5046342,0.39,0.42,36.16,41.49,717598.5,0.81,0.84,41.32,47.12,532938.19,0.82,0.82,1599,680,1751,0,0,0,176.98,467.72,4881088,0.99,1,,,,,
2019-11-19,4:00:00,456.52,516.92,75.32,0.988,129,121.53,1457651.5,0.98,0.99,19.28,21.84,603908.75,0.79,0.82,170.29,190.52,81.23,0.9,54.99,57.34,22.53,0.924,91,99,42,-90.98,20.53,19.04,5.6,0.96,117.95,126.98,3842108.25,0.87,0.87,57.03,59.22,1619202.25,0.89,0.91,0,0,476657.31,1,1,73.13,98.76,576434.31,0.69,0.75,82.29,86.56,1966557.88,0.86,0.87,98.11,100.1,2993667.5,0.91,0.92,150.48,163.65,4720756.5,0.86,0.86,140.72,144.91,1954948.63,0.9,0.91,44.2,48.19,612744.69,0.85,0.85,141.53,347.74,5046483.5,0.38,0.4,30.38,36.15,717630.06,0.78,0.79,39.34,46.18,532977.19,0.79,0.79,1602,659,1727,0,0,0,201.34,530.04,4881262,0.99,1,,,,,
2019-11-19,5:00:00,465.67,457.85,84.18,0.982,134.71,128.09,1457782.5,0.99,0.99,20.04,22.44,603927,0.81,0.84,172.06,187.57,81.23,0.9,52.84,55.81,18.94,0.934,112,122,52,-90.84,20.34,17.12,4.48,0.94,113.9,126.46,3842224.5,0.85,0.85,53.55,56.61,1619263,0.89,0.91,0,0,476657.31,1,1,75.16,105.2,576510.81,0.68,0.73,100.4,102.88,1966642.75,0.9,0.9,96.56,99.82,2993764.25,0.91,0.92,154.23,166.62,4720916,0.87,0.87,144.96,150.96,1955097.25,0.91,0.91,41.22,43.19,612784.69,0.89,0.9,138.01,342.25,5046626.5,0.38,0.4,37.03,41.55,717661.56,0.84,0.86,36.67,45.35,533016.69,0.76,0.76,1606,697,1743,0,0,0,171.12,456.94,4881432,0.99,1,,,,,
2019-11-19,6:00:00,473.8,472.62,81.23,0.984,134.57,126.92,1457913.5,0.98,0.99,23.83,28.55,603948.5,0.75,0.78,194.22,199.38,84.18,0.91,76.39,100.35,25.6,0.962,110,121,53,-89.76,16.86,19.52,4.96,0.97,113.67,126.21,3842339.5,0.84,0.85,53.32,56.59,1619322.75,0.88,0.89,0,0,476657.63,1,1,75.57,103.53,576589.44,0.68,0.74,98.35,101.1,1966742.63,0.89,0.89,97.45,101.11,2993862.75,0.9,0.9,158.78,170.39,4721074.5,0.87,0.87,155.42,159.03,1955244.88,0.91,0.91,37.2,43.84,612823.31,0.79,0.79,141.23,346.25,5046770,0.38,0.4,34.77,39.92,717694,0.81,0.83,41.29,49.69,533056.25,0.77,0.78,1604,669,1752,0,0,0,213.43,562.76,4881606,0.99,1,,,,,
2019-11-19,7:00:00,520.17,518.4,91.57,0.986,134.72,126.04,1458044.5,0.98,0.99,35.98,37.93,603989.25,0.84,0.88,191.7,220.06,87.14,0.92,101.22,109.06,29.7,0.952,163,174,64,-93.15,18.19,20.32,6.24,0.95,119.96,132.12,3842452,0.84,0.84,67.76,67.88,1619389.63,0.92,0.94,0,0,476657.63,1,1,82.8,110.57,576670.06,0.7,0.74,99.06,101.06,1966841.75,0.89,0.89,119.03,120.26,2993971,0.91,0.92,168.49,178.51,4721232.5,0.88,0.88,175.5,180.13,1955395,0.9,0.91,39.43,45.68,612860.94,0.8,0.8,186.52,392.06,5046948.5,0.44,0.48,48.03,50.65,717733.38,0.87,0.9,43.94,51.37,533094.88,0.79,0.79,1599,658,1763,0,0,0,186.8,488.81,4881795,0.99,1,,,,,
2019-11-19,8:00:00,528.59,542.03,103.38,0.982,133.25,127.34,1458175.63,0.98,0.99,25.05,29.76,604025.13,0.79,0.8,229.51,233.35,84.18,0.93,113.56,103.94,33.79,0.95,185,192,55,-95.77,20.3,19.68,6.4,0.95,226.82,224.09,3842647.5,0.96,0.96,96.13,94.31,1619472.25,0.96,0.97,5.06,5.57,476667,0.86,0.89,80.92,110.02,576753.44,0.7,0.74,102.47,104.2,1966939.63,0.91,0.91,122.15,123.56,2994091.75,0.93,0.93,169.66,180.91,4721396.5,0.89,0.89,164.54,169.73,1955562.75,0.91,0.92,49.35,52.99,612905.38,0.87,0.88,213.68,411.57,5047148,0.49,0.55,38.97,42.81,717770.25,0.85,0.88,36.47,45.94,533132.63,0.75,0.75,1602,686,1763,0,0,0,215.83,574.82,4882000,0.99,1,,,,,
2019-11-19,9:00:00,570.24,580.43,109.29,0.982,128.89,122.91,1458308,0.98,0.99,22.13,27.43,604049.94,0.76,0.76,241.03,264.37,88.62,0.94,109.62,99.84,26.11,0.964,174,182,55,-95.24,20.06,17.6,6.08,0.93,212.08,212.23,3842846,0.94,0.95,89.12,88.15,1619569.25,0.95,0.96,4.54,5.1,476673.69,0.84,0.87,89.6,126.75,576839.69,0.67,0.72,108.8,109.33,1967046.5,0.91,0.92,132.6,132.63,2994223,0.94,0.94,162.65,174.07,4721560.5,0.88,0.88,170.35,174.91,1955735.5,0.92,0.92,49.29,52.7,612956.25,0.88,0.88,230.71,425.87,5047371,0.51,0.58,29.3,34.34,717806.63,0.8,0.81,39.29,48.24,533169.5,0.76,0.77,1802,742,1963,0,0,0,229.17,609.46,4882237,0.99,1,,,,,
2019-11-19,10:00:00,584.42,571.57,110.77,0.984,137.36,130.96,1458441.38,0.98,0.99,35.79,38.49,604080.75,0.88,0.88,260.09,273.23,90.09,0.94,112.9,122.37,34.82,0.96,170,178,56,-94.35,18.24,18.4,6.56,0.93,200.43,200,3843053.25,0.95,0.95,88.81,87.72,1619669.13,0.95,0.96,8.96,9.47,476682.44,0.89,0.92,85.13,117.16,576924.75,0.69,0.73,111.37,111.36,1967158.13,0.92,0.92,133.39,132.93,2994359.5,0.94,0.95,173.46,183.43,4721728.5,0.89,0.89,184.06,187.79,1955915.88,0.92,0.92,57.1,59.55,613009.19,0.9,0.9,252.93,451.05,5047609.5,0.53,0.59,36.81,40.44,717844.06,0.85,0.86,32.41,39.39,533206.44,0.77,0.77,1805,767,1985,0,0,0,268.82,714.96,4882488,0.99,1,,,,,
2019-11-19,11:00:00,578.36,567.14,107.82,0.982,129.59,123.08,1458575.38,0.98,0.99,22.87,27.94,604096.19,0.77,0.77,267.32,273.23,91.57,0.94,132.86,121.86,36.35,0.96,198,205,58,-95.84,19.12,24.32,6.88,0.97,210.26,205.16,3843266.75,0.94,0.95,105.09,102.74,1619769.75,0.96,0.97,9.43,9.9,476687.34,0.9,0.93,86.27,122.06,576970,0.67,0.74,111.61,111.69,1967271.63,0.92,0.92,154.02,151.74,2994501.5,0.95,0.95,172.81,183.06,4721814,0.89,0.89,212.23,216.88,1956012.63,0.92,0.92,63.34,66.7,613067.06,0.89,0.89,242.32,438.15,5047853,0.52,0.59,40.38,43.58,717862.75,0.87,0.88,56.88,79.56,533223.63,0.67,0.68,1805,767,1985,0,0,0,268.82,714.96,4882488,0.99,1,,,,,
2019-11-19,12:00:00,591.21,584.86,109.29,0.98,139.9,132.65,1458708.63,0.99,0.99,35.5,38.19,604141.88,0.88,0.88,267.47,292.43,98.95,0.94,115.71,122.37,37.89,0.956,197,205,60,-95.63,18.3,17.44,6.88,0.93,209.11,211.66,3843495,0.93,0.93,98.62,96.57,1619873.13,0.96,0.97,5.21,5.94,476699.06,0.83,0.86,85.56,116.63,577104.44,0.69,0.74,127.2,127.76,1967394.13,0.91,0.92,184.17,191.16,2994663,0.9,0.91,187.89,196.4,4722078,0.9,0.9,168.02,175.3,1956280.88,0.9,0.9,107.98,112.6,613168.94,0.9,0.9,240.79,436.05,5048099,0.52,0.59,40.71,43.65,717916.56,0.87,0.89,30.59,39.41,533273.38,0.73,0.73,1801,761,1895,0,0,0,264.6,702.45,4883014.5,0.99,1,,,,,
2019-11-19,13:00:00,600.22,611.45,118.15,0.98,131.66,124.87,1458842.25,0.98,0.99,24.95,29.49,604177.88,0.8,0.8,260.82,273.23,91.57,0.94,116.84,123.39,41.98,0.948,207,216,62,-95.6,20.06,19.36,6.88,0.94,198.4,200.72,3843693.75,0.93,0.93,141.18,136.97,1619979.25,0.97,0.97,11.27,12.42,476708.09,0.86,0.91,87.14,119.05,577193.94,0.69,0.74,114.45,114.19,1967511.88,0.92,0.92,175,182.56,2994844.5,0.9,0.9,181.96,191.21,4722258.5,0.9,0.9,185.07,191.72,1956461.13,0.91,0.91,59.31,63.29,613250.69,0.88,0.88,244.91,439.26,5048347,0.52,0.59,31.53,36.17,717950.56,0.81,0.82,34.55,42.45,533307.81,0.76,0.76,1798,772,1948,0,0,0,263.66,699.99,4883272,0.99,1,,,,,
2019-11-19,14:00:00,578.07,571.57,112.25,0.98,145.25,140.79,1458976.38,0.97,0.97,25.84,30.31,604206.44,0.81,0.81,266.29,283.57,94.52,0.94,113.31,117.25,37.89,0.946,222,230,62,-96.1,18.35,21.76,6.88,0.96,170.85,174.6,3843893.75,0.92,0.93,98.54,96.7,1620089.25,0.96,0.97,5.16,6.39,476717.84,0.77,0.81,83.06,112.15,577281.94,0.7,0.76,113.27,113.24,1967635.5,0.92,0.92,181.99,188.01,2995030,0.91,0.91,178.65,188.1,4722442.5,0.9,0.9,189.54,195.39,1956644,0.92,0.92,111.54,120.43,613348.56,0.87,0.87,251.76,444.97,5048604.5,0.53,0.61,33.78,37.79,717983.88,0.84,0.85,33.82,42.24,533339.63,0.75,0.75,1804,768,1968,0,0,0,260.59,693.87,4883531,0.99,1,,,,,
2019-11-19,15:00:00,593.72,590.77,116.68,0.98,145.89,141.16,1459120.13,0.97,0.97,38.16,40.92,604242.06,0.88,0.88,251.67,288,93.05,0.95,112.38,113.66,36.35,0.95,202,211,65,-95.19,17.41,17.92,5.6,0.94,213.13,214.48,3844085.5,0.94,0.94,95.67,93.95,1620192.13,0.95,0.97,6.7,7.56,476723.56,0.84,0.87,94.73,131.37,577372.25,0.68,0.74,116.33,115.48,1967745.25,0.93,0.93,150.8,150.41,2995183.25,0.94,0.95,204.5,225.03,4722626,0.86,0.86,190.8,195.61,1956824.25,0.92,0.92,63.56,69.21,613421.38,0.86,0.86,245.8,441.23,5048853,0.52,0.59,45.19,48.21,718025.5,0.88,0.9,25.15,33.6,533371.81,0.7,0.7,1600,691,1767,0,0,0,258.62,687.54,4883791.5,0.99,1,,,,,
2019-11-19,16:00:00,547.64,586.34,113.72,0.984,129.29,123.08,1459262.75,0.98,0.99,25.31,29.91,604270.88,0.8,0.8,253.88,262.89,85.66,0.95,103.58,109.06,32.26,0.96,224,230,58,-96.79,16.35,22.72,7.36,0.94,177.34,181.82,3844263.25,0.92,0.92,116.28,116.34,1620294.25,0.94,0.95,5.53,6.29,476731.38,0.83,0.87,82.93,113.08,577459.25,0.69,0.76,111.24,111.93,1967853.13,0.91,0.92,133.05,133.54,2995319.25,0.93,0.94,186.33,195.36,4722811.5,0.9,0.9,186.71,191.7,1957002.38,0.92,0.92,91.78,97.54,613512.19,0.88,0.89,232.22,428.82,5049095.5,0.51,0.57,37.3,41.09,718064.38,0.85,0.87,38.95,47.24,533406.44,0.78,0.78,1597,691,1766,0,0,0,254.58,676.94,4884050.5,0.99,1,,,,,
2019-11-19,17:00:00,558.13,537.6,97.48,0.984,149.95,144.86,1459403,0.97,0.98,25.14,29.4,604302.13,0.78,0.81,237.05,255.51,84.18,0.95,98.2,98.3,31.23,0.946,218,225,60,-96.42,17.94,17.6,6.4,0.95,170.29,177.03,3844436.5,0.91,0.91,110.23,110.1,1620391.13,0.94,0.95,6.95,8.14,476736.34,0.81,0.84,82.97,111.19,577544.38,0.71,0.76,109.49,109.77,1967962.25,0.92,0.92,126.07,126.94,2995448,0.93,0.94,192,199.13,4723003,0.91,0.91,188.17,190.81,1957186.25,0.93,0.93,89.27,94.23,613606.81,0.89,0.89,238.23,435.23,5049335.5,0.51,0.58,37.62,41.21,718097.69,0.86,0.87,48.48,52.39,533455.19,0.87,0.87,1599,679,1698,0,0,0,235.6,627.13,4884296,0.99,1,,,,,
2019-11-19,18:00:00,541.14,539.08,98.95,0.982,133.93,127.45,1459543.88,0.99,0.99,23.26,28,604331.69,0.76,0.78,230.84,240.74,81.23,0.94,98,100.35,31.74,0.954,216,224,62,-96.22,17.33,20.64,5.12,0.97,163.77,173.79,3844598.5,0.89,0.9,86.21,85.28,1620480.88,0.95,0.97,8.04,8.57,476742.81,0.89,0.92,87.78,121.23,577631,0.69,0.73,110.62,111.29,1968072.75,0.92,0.92,125.29,127.06,2995570.75,0.93,0.93,193.92,200.67,4723202,0.91,0.92,191.58,194.13,1957379,0.93,0.93,92.04,102.28,613698.94,0.85,0.85,236.02,432.81,5049575,0.51,0.58,36.63,41.01,718140.13,0.84,0.86,49.81,53.4,533507.5,0.88,0.88,1603,692,1718,0,0,0,213.76,569.69,4884518,0.99,1,,,,,
2019-11-19,19:00:00,542.03,559.75,93.05,0.984,144.44,139.3,1459683.63,0.97,0.97,25.73,30.61,604361.25,0.75,0.79,222.87,245.17,87.14,0.93,80.84,81.92,28.16,0.942,186,195,60,-95.09,18.38,17.6,5.44,0.96,160.36,165.88,3844762.75,0.91,0.91,85.41,83.99,1620569.88,0.95,0.96,8.39,8.66,476750.34,0.91,0.93,90.49,127.54,577715.38,0.67,0.71,108.96,109.27,1968182.75,0.91,0.91,117.55,119.55,2995695.5,0.92,0.92,198.24,202.97,4723408,0.92,0.92,191.34,203.95,1957569,0.88,0.88,48.77,51.64,613743.56,0.88,0.88,227.33,424.88,5049805,0.5,0.56,32.14,36.61,718175.19,0.82,0.83,53.8,58.56,533561.06,0.86,0.86,1595,694,1787,0,0,0,205.59,544.24,4884729,0.99,1,,,,,
2019-11-19,20:00:00,511.46,519.88,87.14,0.984,141.13,135.87,1459824.75,0.96,0.97,45.17,46.22,604393,0.87,0.91,215.93,224.49,84.18,0.93,60.77,66.56,24.58,0.918,178,187,60,-94.87,20.48,17.12,5.6,0.94,130.43,139.18,3844911.75,0.87,0.88,86.29,84.32,1620653.88,0.95,0.96,7.56,7.79,476758.44,0.91,0.94,81.31,108.08,577801.56,0.7,0.75,106.19,106.61,1968289.13,0.91,0.91,115.76,118.28,2995814.25,0.91,0.92,204.31,208.46,4723612,0.92,0.92,185.48,188.34,1957761,0.92,0.92,45.39,48.56,613792.5,0.87,0.87,214.24,413.83,5050024,0.48,0.53,35.19,39.98,718208.06,0.82,0.84,57.41,61.38,533616,0.87,0.87,1600,687,1798,0,0,0,190.08,501.62,4884930.5,0.99,1,,,,,
2019-11-19,21:00:00,497.28,508.06,76.8,0.988,128.98,121.95,1459964.38,0.98,0.99,24.16,28.94,604424.88,0.75,0.78,201.6,218.58,85.66,0.92,59.75,65.54,28.67,0.912,192,200,61,-95.17,16.51,17.12,5.6,0.94,121.26,132.84,3845035.25,0.85,0.86,78.75,78.07,1620733.25,0.94,0.95,5.73,6.01,476765.75,0.89,0.91,80.22,106.67,577885.75,0.71,0.75,92.99,94.98,1968393.13,0.89,0.9,110.79,113.5,2995926.75,0.91,0.91,211.01,213.77,4723820.5,0.93,0.93,180.74,184.25,1957949.38,0.92,0.92,45.46,48.62,613840.63,0.87,0.87,197.65,401.05,5050230.5,0.46,0.5,38.75,43.65,718238.56,0.83,0.86,46.53,49.06,533667.25,0.88,0.89,1600,679,1763,0,0,0,179.24,474,4885123,0.99,1,,,,,
2019-11-19,22:00:00,476.6,480,75.32,0.99,130.53,123.55,1460096,0.98,0.98,21.91,28.15,604453.31,0.7,0.72,186.39,206.77,85.66,0.91,52.79,57.34,20.99,0.924,175,184,60,-94.48,15.57,19.04,5.76,0.96,109.4,120.7,3845151.5,0.84,0.85,72.44,72.09,1620807.5,0.93,0.94,8.39,8.81,476773.19,0.89,0.91,83.91,112.73,577970.25,0.7,0.75,92.68,95.96,1968481.5,0.88,0.88,100.26,103.07,2996030.25,0.9,0.91,212.87,216.94,4724030.5,0.92,0.92,173.83,177.47,1958131.63,0.91,0.91,48.78,51.76,613888.75,0.87,0.87,192.69,396.84,5050425.5,0.45,0.49,32.3,37.85,718270.13,0.79,0.81,52.84,55.68,533716.5,0.88,0.88,1602,678,1732,0,0,0,183.03,482.04,4885307,0.99,1,,,,,
2019-11-19,23:00:00,440.86,443.08,62.03,0.99,137.02,129.63,1460227.5,0.98,0.99,12.24,17.33,604472.13,0.64,0.66,180.63,199.38,82.71,0.91,55.65,61.95,25.09,0.91,179,190,65,-93.83,18.06,20.8,6.88,0.94,108.85,120.83,3845264.75,0.84,0.85,61.1,62.3,1620872.13,0.91,0.93,4.67,5.01,476779.25,0.87,0.9,81.98,110.85,578054.38,0.69,0.74,87.43,90.31,1968570.25,0.88,0.88,92.94,95.52,2996124.75,0.9,0.91,214.22,232.27,4724237,0.87,0.87,166.76,171.9,1958311.75,0.91,0.91,29.12,33.45,613929.44,0.81,0.81,159.61,365.97,5050587.5,0.4,0.43,30.9,36.09,718301.44,0.8,0.81,27.5,34.4,533753.88,0.74,0.74,1608,687,1756,0,0,0,175.16,463.05,4885492,0.99,1,,,,,
2019-11-20,0:00:00,429.19,422.4,63.51,0.988,134.1,127.53,1460359.13,0.98,0.99,14.05,18.36,604486.56,0.7,0.72,176.64,193.48,81.23,0.91,54.37,56.83,23.55,0.922,96,103,40,-91.68,15.52,15.84,5.76,0.93,123.96,132.6,3845386.5,0.88,0.88,67.05,67.97,1620938,0.92,0.94,0,0,476782.84,1,1,80.62,110.79,578135.5,0.69,0.73,86.47,89.67,1968658.13,0.88,0.89,94.25,96.69,2996223,0.91,0.92,189.34,195.74,4724438,0.91,0.91,153.94,159.13,1958477.13,0.91,0.91,30.84,34.84,613961.13,0.83,0.83,155.82,361.79,5050745.5,0.4,0.43,29.32,34.73,718333.13,0.79,0.8,33.79,40.73,533788,0.78,0.78,1602,684,1748,0,0,0,188.66,500.84,4885677.5,0.99,1,,,,,
2019-11-20,1:00:00,429.64,426.83,63.51,0.988,128.67,122.26,1460490.5,0.98,0.99,16.44,19.74,604502.31,0.76,0.78,172.06,189.05,82.71,0.9,54.22,63.49,28.67,0.924,107,118,51,-89.48,16.16,16.16,5.76,0.95,123.12,133.7,3845506,0.86,0.87,63.8,65.24,1621000.88,0.91,0.93,0,0,476783.19,1,1,76.69,108.88,578214.88,0.66,0.72,86.73,90.29,1968746.5,0.88,0.88,93.09,95.29,2996317.75,0.91,0.92,183.54,191.94,4724625,0.9,0.9,150.43,156.57,1958633.5,0.9,0.9,42.36,44.54,613998.44,0.89,0.89,147.88,352.31,5050901,0.39,0.42,24.4,30.97,718364.25,0.73,0.74,29.34,35.94,533820.63,0.76,0.77,1604,693,1744,0,0,0,175.47,464.97,4885857,0.99,1,,,,,
2019-11-20,2:00:00,436.43,443.08,72.37,0.986,129.2,122.12,1460622.25,0.98,0.99,17.17,20.51,604518.5,0.76,0.78,171.03,192,85.66,0.9,58.47,60.93,27.65,0.906,104,116,53,-88.8,15.28,21.6,5.76,0.97,119.16,129,3845626.5,0.86,0.87,57.8,59.42,1621059.75,0.9,0.92,0,0,476783.22,1,1,71.11,96.47,578291.63,0.69,0.74,85.63,89.24,1968831.88,0.87,0.88,93.04,96.43,2996410.5,0.9,0.91,174.85,184.53,4724803,0.89,0.89,152.55,156.4,1958783.63,0.91,0.91,40.51,41.58,614042.56,0.9,0.91,143.3,349.03,5051047,0.38,0.41,26.98,33.48,718393.38,0.75,0.76,32.76,42.56,533853.56,0.72,0.72,1600,681,1766,0,0,0,170.73,451.21,4886032,0.99,1,,,,,
