DATE,TIME,BLD A (KW),BLD A (KVA),BLD A (KVAR),BLD A (PF),Plant Chillers (KW),Plant Chillers (Avg Current),Plant Chillers (kWh),Plant Chillers (PF),BLD A FITNESS ZONE (KW),BLD A FITNESS (AVG CURRENT),BLD A FITNESS (kWh),BLD A FITNESS (PF),BLD B (KW),BLD B (kVa),BLD B (kVAR),BLD B (PF),BLD D (KW),BLD D (kVA),BLD D (kVAR),BLD D (PF),BLD E (KW),BLD E (kVA),BLD E (KVAR),BLD E (PF),BLD G (KW),BLD G (kVA),BLD G (kVAR),BLD G (PF),BLD H (KW),BLD H Average Current,BLD H (kWh),BLD H (PF),BLD J (KW),BLD J Average Current,BLD J (kWh),BLD J (PF),BLD K (KW),BLD K Average Current,BLD K (kWh),BLD K (PF),BLD M (KW),BLD M (Average Current),BLD M (kWh),BLD M (PF),BLD N (KW),BLD N Average Current,BLD N (kWh),BLD N (PF),BLD P (KW),BLD P Average Current,BLD P (kWh),BLD P (PF),RES PH 1 & 2 (KW),RES PH 1 & 2 Avg Current,RES PH 1 & 2 (kWh),RES PH 1 & 2 (PF),RES PH 3 (KW),RES PH 3 Avg Current,RES PH 3 (kWh),RES PH 3 (PF),BLD S (KW),BLD S Avg Current,BLD S (kWh),BLD S (PF),BLD T (KW),BLD T Avg Current,BLD T (kWh),BLD T (PF),BLD V (KW),BLD V Avg Current,BLD V (kWh),BLD V (PF),BLD Z (KW),BLD Z Avg Current,BLD Z (kWh),BLD Z (PF),BLD C (KW)
2019-01-07,17:00:00,571.13,568.62,94.52,98.6,3.78,139.62,806228.31,0.03,34.7,33.7,426154.06,0.79,250.19,No Data,No Data,No Data,102.25,112.64,34.3,95.6,232,239,63,-96.41,19.04,22.24,5.12,96.4,202.15,204.1,2685989.25,0.93,104.28,101.56,1174990.63,0.96,6.46,6.79,302716.94,0.9,2.17,21.99,61759.88,0.1,114.57,115,1341772.63,0.91,131.34,132.38,2115848.25,0.93,207.13,212.84,3206184,0.92,2.75,7.31,1009970.38,0.35,4.16,8.07,327331.03,0.48,248.53,268.96,3371404.5,0.86,30.39,35.37,461095.88,0.8,35.51,44.57,347755.31,0.75,0
2019-01-07,18:00:00,571.72,571.57,87.14,98.8,3.78,139.62,806228.31,0.03,46.44,47.13,426183.91,0.85,242.81,No Data,No Data,No Data,98.56,104.96,30.72,95.4,219,226,59,-96.5,20.91,19.52,6.24,92.8,197.11,204.5,2686191.25,0.91,97.28,95.27,1175090.38,0.95,9.06,9.44,302725.22,0.9,2.56,21.61,61762.56,0.11,111.11,111.79,1341877.25,0.91,129.65,131.32,2115978.5,0.92,222.96,227.04,3206397,0.92,2.68,7.75,1009973.25,0.33,4.16,8.15,327335.28,0.48,235,262.6,3371646.75,0.84,32.99,37.26,461128.78,0.83,53.2,57.34,347802.38,0.87,0
2019-01-07,19:00:00,535.98,555.32,75.32,99,3.78,139.62,806228.31,0.03,25.4,29.82,426215,0.77,227.59,No Data,No Data,No Data,84.68,84.99,30.21,93.4,213,219,51,-97.2,15.39,19.84,6.24,95.2,190.99,196.38,2686372,0.91,99.93,98.61,1175188.75,0.95,8.12,8.4,302732.5,0.91,2.21,22.15,61764.6,0.1,96.54,97.6,1341980.63,0.9,128.73,129.69,2116110,0.93,229.16,231.67,3206623.25,0.93,2.71,7.09,1009976.25,0.36,4.19,7.96,327339.63,0.49,224.21,252.6,3371880.25,0.83,27.89,33.74,461159.63,0.77,49.99,55.09,347857.13,0.85,0
2019-01-07,20:00:00,495.06,491.82,73.85,98.8,3.78,139.62,806228.31,0.03,23.53,30.36,426240.38,0.73,223.31,No Data,No Data,No Data,65.23,74.24,30.21,91.2,200,205,50,-97.06,20.03,20.16,5.28,95.6,135.82,145.7,2686532.25,0.88,86.63,85.85,1175286.88,0.94,7.64,7.91,302740.66,0.91,2.04,18.61,61767.12,0.11,99.63,101.13,1342080.63,0.9,114.32,117.98,2116235,0.9,210,214.97,3206847.5,0.92,3.05,8.11,1009979.13,0.35,4.33,6.59,327343.94,0.61,233.87,256.73,3372104.75,0.85,24.44,31.22,461184.81,0.73,51.3,55.73,347910.78,0.86,0
2019-01-07,21:00:00,493.59,508.06,64.98,99.2,3.78,139.62,806228.31,0.03,27.22,31.29,426266.59,0.76,199.38,No Data,No Data,No Data,64.31,72.7,31.23,92.4,173,178,48,-96.31,17.31,15.36,5.12,93.8,134.08,143.1,2686673.75,0.88,77,76.24,1175370.5,0.94,8.48,8.77,302748.13,0.91,1.45,18.92,61768.84,0.07,91.44,94.05,1342175.88,0.89,106.74,111.94,2116349,0.89,223.49,225.69,3207072.75,0.93,2.97,7.45,1009982,0.37,4.49,6.27,327348.53,0.67,211.15,236.99,3372316.5,0.83,26.07,32.62,461209.94,0.75,50.66,54.93,347962.19,0.86,0
2019-01-07,22:00:00,476.31,474.09,69.42,99,3.78,139.62,806228.31,0.03,25.95,30.21,426293.63,0.76,194.66,No Data,No Data,No Data,62.77,66.05,26.62,92,169,173,44,-96.79,21.52,22.88,5.28,96.6,127.2,136.55,2686795.75,0.88,58.63,58.26,1175440.75,0.94,7.46,7.81,302755.75,0.9,2.84,21.87,61770.32,0.13,94.75,96.61,1342270.38,0.9,106.87,111.85,2116458.5,0.89,216.65,220.93,3207292.5,0.93,2.53,6.48,1009984.94,0.37,4.35,6.29,327353.09,0.65,174.15,190.59,3372506.75,0.86,22.81,30.11,461234.91,0.71,50.78,54.72,348010.28,0.87,0
2019-01-07,23:00:00,411.18,400.25,57.6,99,3.78,139.62,806228.31,0.03,4.76,5.66,426308.03,0.74,165.56,No Data,No Data,No Data,67.74,56.83,21.5,93.4,191,198,55,-95.99,17.04,20.96,5.6,96.8,118.53,129.37,2686920,0.86,58.26,58.48,1175500.25,0.93,7.61,8.11,302762.44,0.88,2.59,19,61772.6,0.13,83.17,87.46,1342349.88,0.87,99.54,103.79,2116562.25,0.89,213.98,218.48,3207509.25,0.92,2.7,6.53,1009987.69,0.39,2.5,3.85,327355.97,0.61,188.87,214.46,3372689,0.82,18.23,23.75,461254.81,0.72,50.98,54.82,348058.34,0.87,0
2019-01-08,0:00:00,401.87,398.77,59.08,98.8,3.78,139.62,806228.31,0.03,9.66,6.49,426315.38,0.9,159.8,No Data,No Data,No Data,63.8,74.24,30.72,91.6,88,93,33,-93.53,20.82,16.16,5.6,92.4,116.09,126.94,2687049.5,0.86,58.68,58.48,1175560.5,0.94,4.11,4.61,302768.63,0.84,2.67,19.48,61775.11,0.13,77.58,81.84,1342429.38,0.87,108.47,110.19,2116666,0.92,195.24,201.93,3207718.25,0.91,2.42,5.53,1009990.31,0.41,2.81,4.53,327358.75,0.58,176.64,204.84,3372865,0.81,19.04,24.07,461274.63,0.74,27.6,38.12,348098.22,0.68,0
2019-01-08,1:00:00,414.42,409.11,62.03,98.8,3.78,139.62,806228.31,0.03,8.28,8.62,426324.69,0.92,157.74,174.28,79.75,88.8,64.67,71.17,27.14,91.8,92,97,34,-93.41,17.7,21.6,4.8,97,118.12,127.98,2687175.5,0.87,57.78,57.67,1175621.25,0.94,0,0,302769.13,1,2.39,18.57,61777.42,0.12,74.29,77.55,1342503.63,0.88,99.99,102.57,2116772,0.91,178.04,187.86,3207911.75,0.89,2.37,5.28,1009992.94,0.42,2.65,5.96,327361.44,0.42,184.95,215.17,3373041.5,0.8,25.56,29.21,461296.72,0.82,22.95,33.74,348126.59,0.64,0
2019-01-08,2:00:00,415.9,417.97,63.51,98.8,3.78,139.62,806228.31,0.03,11.64,11.36,426335.47,0.92,154.04,174.28,81.23,88.2,60.42,64.51,26.62,92.2,90,95,34,-93.55,20.32,20.8,5.92,96,122.17,133.5,2687301.25,0.85,54.5,54.49,1175677.38,0.93,0,0,302769.13,1,2.15,19.94,61779.72,0.1,70.51,74.72,1342576.13,0.86,116.78,117.47,2116877,0.92,178.5,188,3208090.75,0.89,2.57,5.35,1009995.5,0.45,3.05,6.58,327364.31,0.43,162.23,180.2,3373216.75,0.83,19.91,25.69,461319.81,0.72,34.04,43.52,348157.56,0.73,0
2019-01-08,3:00:00,409.7,463.75,72.37,98.8,3.78,139.62,806228.31,0.03,10.27,10.14,426345.16,0.92,148.43,165.42,76.8,88.8,62.52,62.98,27.14,90.8,97,106,43,-91.14,16.67,20.8,5.92,97,157.89,163.77,2687425.5,0.91,53.47,54.1,1175734.75,0.92,0,0,302769.13,1,2.96,19.57,61782.22,0.15,70.7,74.27,1342652,0.87,107.72,109.96,2116982,0.92,171.59,183.01,3208262.5,0.88,2.36,5.03,1009998,0.44,2.72,5.34,327367.16,0.48,163.32,179.45,3373390,0.85,19.25,24.25,461341.88,0.74,44.02,51.01,348193.13,0.81,0
2019-01-08,4:00:00,419,422.4,66.46,98.8,3.78,139.62,806228.31,0.03,7.59,7.83,426355.53,0.91,148.87,171.32,79.75,88.2,59.39,64,26.62,91.2,107,113,40,-93.67,20.02,19.52,4.96,96.2,116.35,127.32,2687551,0.85,63.53,65.78,1175789,0.9,0,0,302769.13,1,2.19,19.77,61784.5,0.11,70.56,74.66,1342724.38,0.86,105.53,107.42,2117085.5,0.91,161.72,174.74,3208430.75,0.86,2.36,4.74,1010000.5,0.46,3.08,6.25,327370.25,0.46,181.67,208.94,3373561,0.81,20.41,25.66,461362.81,0.74,42.91,50.03,348232.31,0.8,0
2019-01-08,5:00:00,429.19,419.45,66.46,98.8,3.78,139.62,806228.31,0.03,14.81,14.27,426367.66,0.92,147.25,168.37,79.75,87.8,60.77,60.42,27.14,89.8,90,96,36,-93.61,17.38,20,5.28,95.2,121.53,133.12,2687674.75,0.86,67.5,67.85,1175848.63,0.93,0,0,302769.13,1,2.49,18.15,61786.61,0.13,67.04,71.84,1342795.25,0.86,105.06,108.07,2117188,0.91,156.57,170,3208595.5,0.87,2.31,4.75,1010003.06,0.46,3.12,5.95,327373.25,0.49,177.76,205.45,3373736.75,0.81,21.46,25.78,461384.41,0.78,38.04,44.42,348270.59,0.8,0
2019-01-08,6:00:00,469.66,453.42,66.46,99,3.78,139.62,806228.31,0.03,24.48,29.38,426386.38,0.75,177.82,206.77,84.18,91.2,82.94,109.06,33.28,95,93,99,36,-93.08,20.45,18.72,6.88,93.6,126.21,135.08,2687803.25,0.88,72.81,73.93,1175914.75,0.92,0,0,302769.41,1,2.34,23.31,61788.72,0.1,92.1,96.77,1342866.63,0.87,101.57,105.64,2117293,0.9,162.27,174.71,3208758.5,0.87,2.38,4.84,1010005.56,0.46,3.24,6.24,327376.56,0.48,164.78,180.01,3373910.75,0.85,15.26,21.34,461405.94,0.67,40.91,48.69,348307.69,0.78,0
2019-01-08,7:00:00,484.73,480,64.98,99,3.78,139.62,806228.31,0.03,25.37,29.92,426411.38,0.75,193.92,209.72,88.62,90.8,96.1,100.35,32.26,95,143,150,47,-94.87,18,15.84,5.44,94.2,197.6,205.8,2687936.5,0.91,63.28,63.91,1175979.5,0.93,0,0,302769.41,1,3.04,19.55,61791.06,0.15,99.44,102.3,1342963.25,0.9,111.13,114.21,2117406.5,0.91,163.55,176.08,3208923,0.88,2.51,5.21,1010008.06,0.45,4.17,8.31,327380.63,0.47,185.91,216.42,3374100.25,0.81,46.11,48.34,461437.03,0.9,42.11,49.62,348344.44,0.8,0
2019-01-08,8:00:00,495.66,503.63,81.23,98.6,3.78,139.62,806228.31,0.03,23.81,28.31,426437.22,0.8,223.02,239.26,84.18,93.6,125.85,133.63,38.4,95.6,180,184,42,-97.29,20.59,20.16,5.6,95.6,154.76,160.22,2688112.25,0.92,76.15,75.35,1176052.25,0.96,6.93,7.48,302775.59,0.89,3.82,19.79,61792.95,0.19,93.92,97.16,1343064.25,0.9,134.1,135.38,2117540.5,0.94,163.41,175.96,3209097,0.89,2.66,5.89,1010010.81,0.43,4.16,8.01,327384.91,0.49,216.27,246.01,3374322.25,0.83,27.8,32.96,461474.28,0.8,29.92,38.14,348380.75,0.75,0
2019-01-08,9:00:00,536.71,558.28,84.18,98.8,3.78,139.62,806228.31,0.03,25.31,29.88,426462.22,0.8,246.2,259.94,94.52,93.2,126.72,133.63,33.28,97.2,188,194,48,-96.87,19.87,22.24,7.2,94,188.44,197.19,2688276,0.91,85.01,83.44,1176135.5,0.96,7.13,7.9,302782.13,0.86,3.78,19.36,61795.59,0.19,92.72,94.57,1343161.88,0.91,186.68,193.49,2117711.5,0.91,170.18,180.94,3209266,0.89,2.49,5.54,1010013.56,0.42,4.87,8.75,327389.78,0.52,265.45,285.19,3374575.25,0.88,31.68,36.63,461504.47,0.81,32.65,41.05,348416.22,0.75,0
2019-01-08,10:00:00,560.49,570.09,97.48,98.6,3.78,139.62,806228.31,0.03,25.55,29.93,426487.91,0.8,263.48,282.09,93.05,94.2,124.98,140.8,33.28,97,210,218,61,-96.02,18.96,22.08,7.04,95,218.14,222.84,2688478.5,0.92,90.06,87.29,1176222.88,0.96,17.06,16.85,302793.25,0.96,2.8,20.99,61797.75,0.13,105.36,106.68,1343264.75,0.91,174.68,182.98,2117891.25,0.89,184.42,193.39,3209441.5,0.9,2.62,5.91,1010016.38,0.42,4.5,8.47,327394.88,0.5,290.5,294.84,3374853.25,0.92,32.46,36.85,461533.88,0.82,35.63,44.72,348450.03,0.75,0
2019-01-08,11:00:00,558.42,564.18,100.43,98.4,3.78,139.62,806228.31,0.03,25.71,30.51,426521.03,0.79,269.54,296.86,101.91,94.2,131.53,128,39.94,95.2,210,216,55,-96.73,21.79,20.64,7.04,94,194.13,201.24,2688685,0.91,113.37,111.61,1176315.75,0.95,9.2,9.74,302806.72,0.89,2.11,22.19,61800.32,0.09,113.84,114.76,1343370.25,0.91,178.81,186.86,2118065.5,0.9,188.09,195.54,3209623.75,0.9,2.74,6.33,1010019.25,0.41,4.57,8.17,327399.47,0.52,309.77,323.2,3375146.75,0.9,26.08,32.44,461563.81,0.75,33.65,42.23,348486.69,0.75,0
2019-01-08,12:00:00,550.3,583.38,88.62,98.8,3.78,139.62,806228.31,0.03,37.85,39.82,426548.22,0.89,286.67,308.68,97.48,94.8,143.05,156.67,39.42,96.8,221,227,55,-96.98,20.13,23.04,8.48,93.4,186.74,194.85,2688885,0.9,95.27,92.55,1176410.25,0.96,4.31,5.43,302815.81,0.75,2.29,26.56,61802.73,0.08,114.99,114.86,1343482.13,0.92,146.6,145.31,2118229.25,0.94,188.39,196.77,3209816.75,0.9,3.27,6.91,1010022.19,0.44,4.44,8.22,327404.09,0.5,312.23,316.71,3375438.5,0.92,23.11,29.73,461593.13,0.72,34.27,42.53,348520.31,0.75,0
2019-01-08,13:00:00,561.53,578.95,97.48,98.6,3.78,139.62,806228.31,0.03,40.39,42.18,426581.28,0.9,283.86,298.34,106.34,93.6,119.96,132.1,39.42,95,214,221,61,-96.16,16.96,20.8,5.6,95.4,161.35,166.56,2689065.25,0.91,93.91,91.71,1176505.63,0.95,12.36,13.69,302824.16,0.85,2.1,21.36,61804.79,0.09,112.22,112.86,1343593.25,0.91,195.17,199.67,2118406.25,0.91,198.61,206.11,3210015.25,0.91,2.63,6.07,1010025.19,0.41,4.55,8.05,327409.13,0.53,303.98,321.59,3375739,0.88,31.93,36.95,461626.06,0.81,35.48,44.38,348552.63,0.75,0
2019-01-08,14:00:00,568.02,564.18,87.14,98.8,3.78,139.62,806228.31,0.03,22.49,27.72,426615.22,0.76,277.81,296.86,100.43,94.4,119.81,128,34.3,95.6,200,206,51,-96.96,18.37,20.48,6.24,94.6,162.65,167.97,2689237.75,0.91,92.68,90.35,1176601.38,0.95,12.26,13.56,302835.03,0.85,2.09,23.14,61806.59,0.09,116.06,115.87,1343708,0.91,185.12,190.22,2118593,0.91,187.3,196.84,3210214.5,0.89,2.71,6.3,1010028.19,0.4,4.93,8.66,327414.13,0.53,278.4,296.5,3376039.5,0.87,31.57,36.43,461653.94,0.81,24.11,35.34,348583.28,0.63,0
2019-01-08,15:00:00,572.75,564.18,88.62,98.8,3.78,139.62,806228.31,0.03,28.13,32.74,426645.53,0.81,276.33,299.82,103.38,93.6,111.31,124.42,37.38,95.2,213,220,59,-96.46,17.57,16.32,6.24,92.4,190.16,195.87,2689424.75,0.91,89.3,87.49,1176695.63,0.95,6.56,7.33,302840.56,0.84,2.03,21.57,61807.69,0.09,112.15,112.8,1343819.75,0.91,142.55,141.29,2118748.25,0.94,200.44,208.57,3210416,0.9,3.35,7.16,1010031.25,0.44,4.47,8.16,327419.13,0.51,335.21,347.1,3376346.75,0.9,31.76,36.17,461681.84,0.82,32.68,40.83,348615.69,0.75,0
2019-01-08,16:00:00,549.27,612.92,76.8,99.2,3.78,139.62,806228.31,0.03,26.03,31.04,426674.22,0.78,269.39,292.43,97.48,93.8,106.5,114.69,35.84,94.8,215,220,49,-97.5,18.5,16.8,6.08,92,179.87,184.62,2689622.5,0.91,93.95,91.41,1176788.38,0.95,6.82,7.93,302848.91,0.81,1.34,22.6,61809.87,0.06,99.51,100.13,1343927.25,0.91,129.51,129.78,2118888.25,0.93,216.85,226.42,3210617.5,0.9,3.34,7.66,1010034.19,0.41,4.73,8.51,327424.03,0.52,304.71,321.24,3376655.5,0.88,28.07,33.96,461709.16,0.77,33.87,43.99,348647.66,0.72,0
2019-01-08,17:00:00,561.23,578.95,97.48,98.6,3.78,139.62,806228.31,0.03,39.94,41.5,426700.94,0.84,262.45,273.23,93.05,94.2,96.36,97.79,30.21,95.2,187,194,55,-95.94,17.04,14.08,4.8,93.2,182.01,186.22,2689812.25,0.92,99.49,97.04,1176884.38,0.96,8.1,9.03,302857.13,0.85,2.7,19.58,61812.92,0.13,103.97,104.93,1344029.13,0.91,132.46,133.05,2119019.5,0.93,211.48,216.08,3210819.5,0.92,2.82,6.82,1010037.06,0.39,4.77,9.06,327428.59,0.49,309.64,327.37,3376955.75,0.89,27.79,33.37,461737.78,0.78,34.19,43.35,348679.34,0.74,0
2019-01-08,18:00:00,565.51,559.75,85.66,98.8,3.78,139.62,806228.31,0.03,26.01,30.16,426731.75,0.76,250.63,267.32,94.52,93.4,93.34,95.23,31.23,94.8,176,180,42,-97.16,17.63,20.16,4.16,97.6,174.89,179.71,2690010.75,0.92,99.74,97.39,1176984.63,0.96,7.02,7.78,302865.56,0.85,2.33,22.44,61814.91,0.1,105.71,105.74,1344136.25,0.92,131.15,134.13,2119150.25,0.91,215.14,219.19,3211034,0.92,2.86,7.32,1010040,0.37,4.22,7.78,327433.06,0.51,293.04,300.24,3377253.25,0.91,26.17,32.04,461769.91,0.76,53.31,57.7,348722.53,0.87,0
2019-01-08,19:00:00,547.35,543.51,85.66,98.8,3.78,139.62,806228.31,0.03,24.79,29.65,426757.69,0.73,234.98,249.6,88.62,93.4,81.1,84.48,26.62,94.2,172,177,45,-96.67,15.87,19.84,5.44,96.4,173.1,177.59,2690183.75,0.91,86.42,84.68,1177079.25,0.95,8.83,8.98,302871.56,0.92,0.7,18.03,61817.24,0.04,100.31,100.41,1344237.88,0.91,130.05,130.6,2119276.75,0.92,223.21,225.74,3211252.5,0.92,2.99,7.57,1010042.94,0.37,7.04,11.47,327437.5,0.57,272.66,281.45,3377532,0.9,21.5,29.44,461798.31,0.68,48.84,52.49,348771.28,0.86,0
2019-01-08,20:00:00,506.14,493.29,76.8,98.8,3.78,139.62,806228.31,0.03,22.5,27.65,426785.84,0.71,224.34,228.92,94.52,91.4,62.87,70.66,26.62,93.2,161,167,45,-96.25,15.39,16.64,4.32,95.8,127.99,136.87,2690344.75,0.88,93.91,93.05,1177170.88,0.94,9.69,9.93,302880.25,0.92,1.88,21.08,61819.36,0.09,92.8,94.14,1344339.75,0.9,121.63,123.84,2119400.5,0.92,215.23,219.96,3211471.25,0.92,2.91,7.17,1010045.81,0.38,4.16,7.76,327441.84,0.5,258.64,283.15,3377792,0.85,24.26,31.37,461822.28,0.72,45,49.35,348820.03,0.85,0
2019-01-08,21:00:00,496.39,494.77,70.89,99,3.78,139.62,806228.31,0.03,25.09,29.63,426810.88,0.74,200.57,221.54,94.52,90.6,63.85,75.26,30.72,90.6,155,161,45,-96.06,16.94,13.28,5.76,90.2,146.81,163.19,2690501.25,0.84,83.53,81.49,1177261,0.95,8.11,8.43,302887.78,0.9,0.94,19.98,61820.46,0.05,105.09,106.38,1344434,0.9,117.03,121.58,2119517.75,0.89,210.49,214.98,3211692.25,0.91,2.84,7.17,1010048.75,0.37,5.33,7.14,327446.34,0.69,230.55,260.52,3378026.75,0.82,25.43,32.13,461845.69,0.73,50.02,54.32,348868.84,0.85,0
2019-01-08,22:00:00,480.3,491.82,69.42,99,3.78,139.62,806228.31,0.03,23.94,28.93,426838.75,0.72,192.3,209.72,93.05,89.8,61.9,62.46,26.11,90.8,139,144,40,-96.02,15.74,16.96,5.28,94.8,121.72,132.08,2690628,0.86,63.4,64.63,1177333.13,0.91,5.51,5.73,302895.84,0.9,0.89,19.97,61821.23,0.04,90.69,92.01,1344529.88,0.9,112.75,118.25,2119633,0.89,213.35,217.24,3211914.75,0.92,2.72,6.45,1010051.69,0.39,4.69,6.61,327451.19,0.66,220.91,249.98,3378240,0.82,22.64,30.16,461869.34,0.7,48.23,51.14,348917.09,0.88,0
2019-01-08,23:00:00,401.72,391.38,62.03,98.8,3.78,139.62,806228.31,0.03,4.82,5.7,426852.09,0.75,162.76,174.28,87.14,89.6,65.69,67.58,26.11,90.6,140,145,42,-95.74,17.31,15.84,5.44,92.8,124.12,136.07,2690750.5,0.86,50.05,51.66,1177389.63,0.91,7.58,7.96,302902.69,0.9,2.9,18.13,61822.82,0.15,72.31,76.31,1344602.5,0.87,107.34,110.39,2119740.5,0.91,243.43,250.1,3212133.25,0.92,2.56,6.25,1010054.5,0.39,2.44,4.13,327454.41,0.55,181.58,201.06,3378435.25,0.85,16.2,22.25,461886.97,0.68,25.7,34.65,348953.22,0.69,0
2019-01-09,0:00:00,413.39,413.54,64.98,98.8,3.78,139.62,806228.31,0.03,5.59,6.32,426856.63,0.76,157.88,No Data,No Data,No Data,60.06,73.73,30.21,91.8,90,95,35,-93.02,15.54,15.84,5.92,92.4,127.31,137.49,2690879.75,0.87,52.76,53.23,1177447.5,0.92,2.19,2.38,302908.69,0.87,2.32,21.47,61825.19,0.1,81.36,83.31,1344676.38,0.89,104,106.11,2119844,0.91,204.33,209.38,3212338.25,0.92,2.53,5.91,1010057.13,0.4,2.5,3.93,327457.19,0.59,183.87,211.43,3378622.75,0.81,21.79,26.41,461905.5,0.77,33.88,42.98,348983.56,0.74,0
2019-01-09,1:00:00,407.63,415.02,69.42,98.6,3.78,139.62,806228.31,0.03,8.26,8.5,426863.09,0.81,152.86,No Data,No Data,No Data,62.21,62.98,20.99,93.8,99,106,42,-91.95,16.13,21.12,5.76,96.2,123.25,133.85,2691008.75,0.87,52.31,52.28,1177506.38,0.94,0,0,302909.19,1,3.12,19.36,61827.26,0.16,82.51,83.9,1344756.13,0.9,105.48,108.13,2119950.5,0.91,188.27,195.8,3212531.25,0.91,2.36,5.33,1010059.69,0.42,3.58,5.12,327460.16,0.65,203.71,232.2,3378798.75,0.82,15.95,21.71,461923.34,0.69,22.48,31.9,349011.81,0.66,0
2019-01-09,2:00:00,406.74,398.77,59.08,98.8,3.78,139.62,806228.31,0.03,4.44,5.15,426869.56,0.76,152.71,No Data,No Data,No Data,61.29,74.24,30.21,91.2,86,91,32,-94.05,16.94,16.48,4.48,94.4,125.95,136.52,2691135.25,0.86,54.12,55.31,1177562.25,0.91,0,0,302909.19,1,1.99,20.33,61828.97,0.09,78.68,80.69,1344835.75,0.89,103.54,106.43,2120055,0.9,173.72,184.77,3212713,0.88,2.39,5.12,1010062.25,0.44,2.98,4.83,327463.34,0.57,166.47,183.6,3378971.5,0.84,21.11,25.59,461941.53,0.77,24.56,34.64,349040.75,0.66,0
2019-01-09,3:00:00,396.7,413.54,63.51,98.8,3.78,139.62,806228.31,0.03,7.29,7.54,426876.34,0.77,147.1,No Data,No Data,No Data,60.93,62.46,26.11,90.8,88,93,32,-93.79,15.98,13.28,5.92,91,124.04,135.26,2691264.75,0.86,51.19,52.43,1177616.13,0.91,0,0,302909.19,1,2.21,19.68,61831,0.11,81.78,83.32,1344913.63,0.89,111.38,112.3,2120160.75,0.92,174.32,183.91,3212886.25,0.89,2.88,5.59,1010064.81,0.48,2.58,5.42,327466.56,0.44,169,185.99,3379145.75,0.84,20.42,25.59,461961.5,0.74,28.31,37.32,349070.97,0.71,0
2019-01-09,4:00:00,423.29,425.35,67.94,98.6,3.78,139.62,806228.31,0.03,6.96,7.22,426883.5,0.82,145.33,No Data,No Data,No Data,60.36,64,26.11,91,101,109,44,-91.65,15.36,14.56,4.64,94.4,124.78,135.71,2691388,0.86,55.6,55.77,1177669.88,0.93,0,0,302909.19,1,2.17,19.41,61833.11,0.11,76.86,80.01,1344990.63,0.87,102.63,105.41,2120263,0.9,161.4,173.72,3213054.25,0.87,2.63,5.19,1010067.38,0.47,2.69,5.59,327469.25,0.45,182.02,211.86,3379321,0.8,20.35,25.33,461981.19,0.75,35.48,45.05,349100.63,0.73,0
2019-01-09,5:00:00,412.21,417.97,63.51,98.8,3.78,139.62,806228.31,0.03,8.27,8.03,426892.09,0.89,149.61,No Data,No Data,No Data,62.82,72.19,30.72,89.8,86,91,32,-93.64,17.98,15.04,6.08,92.6,119.01,131.49,2691514.75,0.85,62.7,63.32,1177725,0.92,0,0,302909.19,1,1.77,20.16,61835.25,0.08,74.21,77.63,1345066.38,0.87,110.42,113.33,2120366.25,0.91,159.11,171.5,3213219.5,0.87,2.39,4.62,1010069.88,0.48,2.57,5.44,327472.13,0.44,162.68,200.89,3379498.25,0.75,18.28,23.77,461999.66,0.71,36.14,44.87,349133.69,0.75,0
2019-01-09,6:00:00,460.06,446.03,67.94,98.8,3.78,139.62,806228.31,0.03,25.41,30.77,426907.91,0.72,177.08,No Data,No Data,No Data,96.67,119.81,31.23,96.6,91,95,31,-94.6,15.38,19.04,4.64,97,121.23,131.89,2691643.25,0.86,60.67,62.09,1177787.88,0.9,0,0,302909.88,1,1.06,19.52,61837.19,0.05,92.12,95.66,1345141.38,0.87,104.93,110.84,2120472.25,0.88,163.91,175.29,3213384,0.87,2.79,5.38,1010072.5,0.48,3.38,6.28,327475.66,0.5,177.5,209.85,3379678,0.78,18.96,24.51,462017.59,0.72,34,43.47,349163.41,0.73,0
2019-01-09,7:00:00,497.28,488.86,63.51,99.2,3.78,139.62,806228.31,0.03,31.4,34.33,426936.16,0.81,189.05,No Data,No Data,No Data,103.53,119.81,38.91,94.4,132,137,41,-95.48,16.4,20.8,4.96,96.2,176.36,183.77,2691793.75,0.9,63.22,63.22,1177852,0.93,4.86,5.44,302910.5,0.84,1.52,18.86,61839.15,0.08,103.47,105.11,1345242.38,0.9,120.98,121.86,2120590.75,0.93,167.42,178.85,3213547,0.88,2.74,6.49,1010075,0.4,4.44,6.88,327480.06,0.6,231.74,260.62,3379885.75,0.83,27.22,32.9,462045.16,0.77,25.96,38.27,349194.22,0.64,0
2019-01-09,8:00:00,523.57,564.18,73.85,99.2,3.78,139.62,806228.31,0.03,26.01,30.42,426962.94,0.8,232.02,No Data,No Data,No Data,113.51,110.59,27.65,96.6,166,171,47,-96.35,20.61,28.96,4.96,98,184.49,185.9,2691964.5,0.93,92.97,91.43,1177927.38,0.95,8.25,8.76,302919.88,0.88,1.48,21.62,61841.25,0.07,104.67,105.95,1345339.88,0.9,147.5,149.25,2120699.25,0.92,163.57,175.94,3213717,0.87,2.74,5.86,1010077.81,0.44,4.4,8.11,327484.47,0.5,247.56,258.59,3380120.75,0.89,19.48,23.45,462069.63,0.77,29.95,40.43,349225.03,0.69,0
